order_id,line_index,sku,dc,pgi,demand,cpp,unit_revenue,filled,pallets,loose_cases,shortfall_cases,revenue,penalty
5485630312,1964,12493312,5083,2024-06-26,14,128,90.42857142857143,14.0,0.0,14.0,0.0,1266.0,0.0
5485630312,1965,12352105,5083,2024-06-26,3,60,161.0,3.0,0.0,3.0,0.0,483.0,0.0
5485630312,1966,12591203,5083,2024-06-26,29,128,52.827586206896555,29.0,0.0,29.0,0.0,1532.0,0.0
5485630312,1967,12560314,5083,2024-06-26,13,128,35.69230769230769,13.0,0.0,13.0,0.0,464.0,0.0
5485630312,1968,12453337,5083,2024-06-26,1,160,46.0,1.0,0.0,1.0,0.0,46.0,0.0
5485630312,1969,12352102,5083,2024-06-26,38,60,161.0,38.0,0.0,38.0,0.0,6118.0,0.0
5485630312,1970,12575219,5083,2024-06-26,128,105,28.0859375,128.0,1.0,23.0,0.0,3595.0,0.0
5485630312,1971,12453453,5083,2024-06-26,17,128,32.8235294117647,17.0,0.0,17.0,0.0,558.0,0.0
5485630312,1972,12451633,5083,2024-06-26,27,128,89.77777777777777,27.0,0.0,27.0,0.0,2424.0,0.0
5485630312,1973,12403241,5083,2024-06-26,1,98,41.0,1.0,0.0,1.0,0.0,41.0,0.0
5485630312,1974,12591189,5083,2024-06-26,58,128,36.08620689655172,58.0,0.0,58.0,0.0,2093.0,0.0
5485630312,1975,12352103,5083,2024-06-26,42,60,161.0,42.0,0.0,42.0,0.0,6762.0,0.0
5485630312,1976,12408794,5083,2024-06-26,144,128,160.13888888888889,144.0,1.0,16.0,0.0,23060.0,0.0
5485630312,1977,12464372,5083,2024-06-26,36,128,42.80555555555556,36.0,0.0,36.0,0.0,1541.0,0.0
5485630312,1978,12453435,5083,2024-06-26,20,128,32.85,20.0,0.0,20.0,0.0,657.0,0.0
5485630312,1979,12451623,5083,2024-06-26,5,128,89.6,5.0,0.0,5.0,0.0,448.0,0.0
5485630312,1980,12591202,5083,2024-06-26,9,128,52.77777777777778,9.0,0.0,9.0,0.0,475.0,0.0
5485630312,1981,12408875,5083,2024-06-26,16,128,204.4375,16.0,0.0,16.0,0.0,3271.0,0.0
5485630312,1982,12504648,5083,2024-06-26,128,128,30.15625,128.0,1.0,0.0,0.0,3860.0,0.0
5485630312,1983,12147941,5083,2024-06-26,1,180,35.0,1.0,0.0,1.0,0.0,35.0,0.0
5485630312,1984,12591187,5083,2024-06-26,8,128,36.0,8.0,0.0,8.0,0.0,288.0,0.0
5485630312,1985,12485232,5083,2024-06-26,1,105,37.0,1.0,0.0,1.0,0.0,37.0,0.0
5485630312,1986,12495548,5083,2024-06-26,1,105,26.0,1.0,0.0,1.0,0.0,26.0,0.0
5485630312,1987,12504638,5083,2024-06-26,144,128,71.38888888888889,144.0,1.0,16.0,0.0,10280.0,0.0
5485630312,1988,12560614,5083,2024-06-26,6,128,48.333333333333336,6.0,0.0,6.0,0.0,290.0,0.0
5485630312,1989,12591198,5083,2024-06-26,19,128,56.89473684210526,19.0,0.0,19.0,0.0,1081.0,0.0
5485630312,1990,12567750,5083,2024-06-26,325,136,29.76923076923077,106.0,0.0,106.0,219.0,3155.5384615384614,977.9192307692308
5485630312,1991,12584376,5083,2024-06-26,79,128,38.20253164556962,79.0,0.0,79.0,0.0,3018.0,0.0
5485083643,12920,12500751,5083,2024-06-26,155,128,85.6,0.0,0.0,0.0,155.0,0.0,1990.1999999999996
5485083643,12921,12535136,5083,2024-06-26,41,128,213.9268292682927,41.0,0.0,41.0,0.0,8771.0,0.0
5485083643,12922,12486025,5083,2024-06-26,2,98,40.5,2.0,0.0,2.0,0.0,81.0,0.0
5485083643,12923,12502285,5083,2024-06-26,144,128,28.583333333333332,144.0,1.0,16.0,0.0,4116.0,0.0
5485083643,12924,9517630,5083,2024-06-26,2,160,64.5,2.0,0.0,2.0,0.0,129.0,0.0
5485083643,12925,12409676,5083,2024-06-26,35,128,214.2,35.0,0.0,35.0,0.0,7497.0,0.0
5485083643,12926,9519773,5083,2024-06-26,1,160,64.0,1.0,0.0,1.0,0.0,64.0,0.0
5485083643,12927,12575290,5083,2024-06-26,263,105,28.08745247148289,263.0,2.0,53.0,0.0,7387.0,0.0
5485083643,12928,12493314,5083,2024-06-26,43,128,88.20930232558139,43.0,0.0,43.0,0.0,3793.0,0.0
5485083643,12929,12591220,5083,2024-06-26,101,128,36.08910891089109,101.0,0.0,101.0,0.0,3645.0000000000005,0.0
5485083643,12930,12451640,5083,2024-06-26,9,128,89.77777777777777,9.0,0.0,9.0,0.0,808.0,0.0
5485083643,12931,12591211,5083,2024-06-26,23,128,52.82608695652174,23.0,0.0,23.0,0.0,1215.0,0.0
5485083643,12932,12502286,5083,2024-06-26,144,128,40.979166666666664,144.0,1.0,16.0,0.0,5901.0,0.0
